Date,Open,High,Low,Close,Adj Close,Volume
2013-09-25,731.299988,744.859985,725.119995,737.039978,737.039978,1157297500
2013-09-26,736.059998,751.309998,734.219971,735.500000,735.500000,1270386000
2013-09-27,743.380005,746.289978,737.820007,738.969971,738.969971,796512500
2013-09-30,729.219971,734.719971,712.900024,712.900024,712.900024,1166920000
2013-10-01,712.590027,730.039978,712.590027,722.200012,722.200012,961352500
2013-10-02,728.869995,740.000000,728.640015,732.950012,732.950012,914024500
2013-10-03,735.229980,740.289978,734.340027,738.489990,738.489990,641169500
2013-10-04,735.969971,737.130005,728.619995,732.909973,732.909973,689080500
2013-10-07,733.719971,737.010010,727.909973,731.390015,731.390015,791603500
2013-10-08,727.320007,745.710022,727.260010,743.250000,743.250000,1131308000
2013-10-09,740.219971,751.859985,737.510010,748.710022,748.710022,1176335000
2013-10-10,754.789978,758.590027,752.469971,755.200012,755.200012,1208482500
2013-10-11,764.700012,767.559998,758.099976,763.309998,763.309998,1173477500
2013-10-16,765.330017,766.340027,754.650024,757.280029,757.280029,837256500
2013-10-17,765.679993,769.969971,757.250000,761.919983,761.919983,1037585500
2013-10-18,761.979980,767.710022,756.950012,767.710022,767.710022,1126377000
2013-10-21,770.530029,775.359985,767.950012,773.750000,773.750000,1181956500
2013-10-22,766.869995,769.059998,755.510010,758.429993,758.429993,905724500
2013-10-23,762.869995,779.950012,762.869995,764.119995,764.119995,1491227000
2013-10-24,761.840027,774.799988,760.880005,774.669983,774.669983,1580673500
2013-10-25,770.710022,776.809998,767.979980,771.770020,771.770020,1342507000
2013-10-28,775.130005,778.000000,769.229980,772.820007,772.820007,1360147000
2013-10-29,770.409973,773.070007,762.059998,766.090027,766.090027,1088403500
2013-10-30,766.330017,769.330017,761.070007,769.080017,769.080017,1278790500
2013-10-31,758.590027,762.419983,750.159973,754.809998,754.809998,1324736500
2013-11-01,745.390015,757.190002,739.280029,739.280029,739.280029,1388232000
2013-11-04,737.739990,742.450012,733.349976,738.239990,738.239990,855944500
2013-11-06,739.650024,744.150024,736.190002,744.150024,744.150024,1073203500
2013-11-07,745.340027,754.479980,744.109985,752.250000,752.250000,1302403500
2013-11-08,745.739990,752.830017,742.039978,749.580017,749.580017,1308853000
2013-11-11,748.859985,750.940002,740.669983,743.150024,743.150024,1181364500
2013-11-12,745.080017,746.250000,729.340027,731.159973,731.159973,1196863500
2013-11-13,725.500000,725.500000,712.280029,714.799988,714.799988,1206650500
2013-11-14,720.419983,732.880005,720.419983,728.900024,728.900024,1275908500
2013-11-15,734.400024,738.190002,719.549988,722.070007,722.070007,910423500
2013-11-18,728.659973,737.119995,728.450012,736.719971,736.719971,918542500
2013-11-19,736.119995,740.299988,730.880005,738.010010,738.010010,1038901500
2013-11-20,740.580017,740.580017,722.940002,727.090027,727.090027,998779000
2013-11-21,721.219971,724.020020,716.250000,722.010010,722.010010,806864500
2013-11-22,728.739990,729.989990,718.200012,720.890015,720.890015,821316000
2013-11-25,723.809998,727.330017,720.340027,723.599976,723.599976,762325000
2013-11-26,722.250000,723.000000,700.210022,700.210022,700.210022,2392913000
2013-11-27,706.359985,709.130005,698.559998,704.500000,704.500000,1101188500
2013-11-28,707.739990,709.809998,695.989990,702.380005,702.380005,866562000
2013-11-29,698.890015,706.340027,698.200012,704.890015,704.890015,819399000
2013-12-02,708.119995,721.830017,707.150024,719.750000,719.750000,1451041500
2013-12-03,718.820007,719.229980,708.700012,714.080017,714.080017,915238000
2013-12-04,708.270020,710.330017,703.780029,703.780029,703.780029,982171500
2013-12-05,702.929993,704.039978,692.099976,698.950012,698.950012,1009514000
2013-12-06,695.200012,695.619995,687.330017,691.030029,691.030029,1077742500
2013-12-09,698.549988,703.690002,693.760010,699.820007,699.820007,1005151000
2013-12-10,702.409973,714.849976,700.969971,713.770020,713.770020,1279821500
2013-12-11,713.330017,715.520020,705.929993,714.030029,714.030029,1007420500
2013-12-12,705.609985,708.700012,700.239990,700.239990,700.239990,988329000
2013-12-13,700.609985,700.900024,689.989990,691.510010,691.510010,869523500
2013-12-16,687.130005,687.799988,678.099976,680.979980,680.979980,1187449500
2013-12-17,686.609985,697.250000,686.479980,693.650024,693.650024,1277802500
2013-12-18,695.960022,700.570007,691.429993,697.020020,697.020020,1009695000
2013-12-19,705.190002,710.650024,700.210022,705.440002,705.440002,934603000
2013-12-20,704.619995,705.039978,694.830017,698.219971,698.219971,872556500
2013-12-23,699.799988,700.940002,689.590027,697.070007,697.070007,604135000
2013-12-24,698.830017,702.250000,694.400024,701.200012,701.200012,428837500
2013-12-27,702.969971,708.609985,701.479980,701.479980,701.479980,542271500
2013-12-30,708.539978,711.820007,705.119995,711.140015,711.140015,678187500
2014-01-02,716.369995,723.630005,714.859985,723.520020,723.520020,630812500
2014-01-03,715.909973,716.539978,706.619995,709.349976,709.349976,728387000
2014-01-06,709.840027,710.760010,695.750000,699.559998,699.559998,651468300
2014-01-07,700.460022,701.789978,694.469971,694.469971,694.469971,810724900
2014-01-08,696.469971,700.559998,690.609985,698.979980,698.979980,895611400
2014-01-09,698.820007,702.750000,696.289978,698.650024,698.650024,961879000
2014-01-10,697.479980,715.799988,696.190002,711.429993,711.429993,1083678600
2014-01-13,721.530029,742.679993,720.989990,741.739990,741.739990,2252357900
2014-01-15,744.729980,757.919983,743.619995,752.460022,752.460022,2146473300
2014-01-16,756.059998,756.549988,746.219971,746.390015,746.390015,1365966600
2014-01-17,745.320007,749.830017,740.849976,745.340027,745.340027,1026399800
2014-01-20,748.460022,748.460022,748.460022,748.460022,748.460022,0
2014-01-21,751.239990,753.090027,748.950012,751.330017,751.330017,1220310500
2014-01-22,749.460022,757.369995,747.429993,757.369995,757.369995,1340196000
2014-01-23,762.010010,765.020020,758.640015,760.630005,760.630005,1290597400
2014-01-24,756.340027,756.659973,747.039978,747.039978,747.039978,928380900
2014-01-27,726.520020,727.200012,713.080017,722.400024,722.400024,1043413200
2014-01-28,719.530029,730.380005,715.510010,727.250000,727.250000,974259100
2014-01-29,730.929993,746.989990,730.929993,742.460022,742.460022,1145878100
2014-01-30,729.909973,741.760010,727.020020,741.760010,741.760010,1026895100
2014-02-03,738.710022,739.739990,731.309998,734.159973,734.159973,738701400
2014-02-04,720.950012,731.169983,719.640015,726.630005,726.630005,819486400
2014-02-05,733.309998,735.359985,729.299988,734.000000,734.000000,1071519200
2014-02-06,734.580017,742.820007,734.229980,742.820007,742.820007,1371387900
2014-02-07,747.229980,753.080017,746.929993,751.049988,751.049988,1671703500
2014-02-10,755.919983,758.729980,747.830017,747.830017,747.830017,1579748500
2014-02-11,748.679993,753.900024,748.239990,752.140015,752.140015,1446333800
2014-02-12,757.169983,759.280029,753.309998,756.280029,756.280029,1497478200
2014-02-13,755.590027,756.880005,753.900024,754.679993,754.679993,978138100
2014-02-14,758.049988,758.729980,755.809998,757.590027,757.590027,1170979400
2014-02-17,761.859985,768.219971,761.859985,766.719971,766.719971,1982848000
2014-02-18,767.650024,769.460022,764.559998,766.460022,766.460022,1342325100
2014-02-19,767.320007,773.539978,767.260010,773.539978,773.539978,1223513200
2014-02-20,771.190002,776.409973,770.750000,776.409973,776.409973,1234954700
2014-02-21,780.729980,786.010010,780.070007,784.900024,784.900024,1527688500
2014-02-24,786.609985,788.710022,779.469971,779.700012,779.700012,1035700000
2014-02-25,780.900024,783.619995,766.489990,768.210022,768.210022,1110479900
2014-02-26,764.369995,766.489990,756.679993,758.809998,758.809998,1324723700
2014-02-27,759.119995,767.359985,757.809998,765.239990,765.239990,1077343900
2014-02-28,768.479980,776.690002,767.099976,776.690002,776.690002,1273252800
2014-03-03,768.760010,770.619995,766.609985,769.770020,769.770020,958137700
2014-03-04,769.020020,773.109985,766.400024,772.489990,772.489990,1265978000
2014-03-05,777.630005,783.380005,776.760010,783.090027,783.090027,1340806700
2014-03-06,785.320007,788.539978,782.369995,788.539978,788.539978,1858257600
2014-03-07,791.799988,792.630005,786.119995,786.690002,786.690002,1856594300
2014-03-10,781.330017,787.289978,779.320007,784.969971,784.969971,1489018300
2014-03-11,783.969971,789.169983,783.690002,788.960022,788.960022,2091011500
2014-03-12,782.869995,787.960022,780.140015,784.909973,784.909973,2076782100
2014-03-13,787.640015,794.409973,786.719971,794.409973,794.409973,1511930500
2014-03-14,786.020020,830.669983,783.530029,830.669983,830.669983,2321883800
2014-03-17,832.929993,833.929993,820.909973,828.440002,828.440002,2898439100
2014-03-18,829.049988,831.289978,811.559998,812.440002,812.440002,1926734200
2014-03-19,815.520020,819.460022,814.049988,815.330017,815.330017,1269461300
2014-03-20,811.770020,811.859985,787.869995,788.679993,788.679993,1721814200
2014-03-21,791.679993,797.090027,780.969971,789.030029,789.030029,1528465600
2014-03-24,792.119995,794.650024,787.289978,792.130005,792.130005,942969400
2014-03-25,788.460022,789.950012,785.880005,788.030029,788.030029,867729300
2014-03-26,789.369995,797.460022,789.270020,793.090027,793.090027,924023100
2014-03-27,791.349976,800.489990,790.489990,791.280029,791.280029,1115630500
2014-03-28,795.059998,801.619995,794.729980,799.510010,799.510010,1135844800
2014-04-01,806.739990,824.169983,806.150024,824.169983,824.169983,1855002700
2014-04-02,825.309998,829.440002,820.500000,824.020020,824.020020,1511811900
2014-04-03,825.869995,829.830017,824.700012,828.770020,828.770020,1181062600
2014-04-04,829.549988,830.479980,816.349976,820.080017,820.080017,1134539600
2014-04-07,819.539978,836.270020,818.909973,834.570007,834.570007,1622386900
2014-04-08,834.969971,836.719971,832.559998,835.900024,835.900024,1682437000
2014-04-09,834.969971,836.719971,832.559998,835.900024,835.900024,0
2014-04-10,811.969971,812.510010,797.979980,803.229980,803.229980,3545437300
2014-04-11,795.059998,813.969971,792.700012,813.969971,813.969971,1765324300
2014-04-14,812.940002,824.150024,812.940002,823.010010,823.010010,1584875400
2014-04-15,824.940002,828.880005,821.229980,823.090027,823.090027,1423935500
2014-04-16,826.539978,828.380005,823.429993,823.429993,823.429993,1044268900
2014-04-17,829.719971,831.030029,825.179993,829.599976,829.599976,896967200
2014-04-21,833.619995,833.739990,828.289978,829.349976,829.349976,542924000
2014-04-22,828.719971,830.330017,822.320007,830.330017,830.330017,1028114800
2014-04-23,828.919983,834.070007,828.239990,829.340027,829.340027,1173019900
2014-04-24,828.960022,834.030029,827.119995,829.599976,829.599976,1178199900
2014-04-25,830.200012,834.469971,829.479980,829.479980,829.479980,1227626200
2014-04-28,829.010010,830.299988,813.729980,813.729980,813.729980,1064793400
2014-04-29,811.590027,813.989990,808.580017,812.090027,812.090027,803322600
2014-04-30,815.880005,817.820007,812.590027,814.960022,814.960022,1203457900
2014-05-02,816.320007,820.150024,815.429993,815.799988,815.799988,942042000
2014-05-05,816.780029,820.119995,815.960022,817.150024,817.150024,559858300
2014-05-06,817.929993,819.760010,814.599976,815.340027,815.340027,515883200
2014-05-07,815.039978,820.369995,814.080017,820.090027,820.090027,920526500
2014-05-08,824.440002,825.630005,817.719971,821.570007,821.570007,941834600
2014-05-09,822.770020,827.169983,820.789978,827.169983,827.169983,1286623900
2014-05-12,829.669983,834.380005,828.750000,831.440002,831.440002,1349687100
2014-05-13,836.820007,837.539978,828.109985,831.570007,831.570007,1056199100
2014-05-14,835.960022,848.570007,835.419983,848.570007,848.570007,1527917300
2014-05-16,846.400024,858.859985,845.500000,858.859985,858.859985,1453394600
2014-05-19,864.450012,872.260010,848.750000,857.369995,857.369995,1848021400
2014-05-20,855.979980,855.979980,825.520020,832.359985,832.359985,1674651200
2014-05-21,829.640015,836.179993,826.719971,835.280029,835.280029,989887600
2014-05-22,840.760010,848.330017,838.130005,847.450012,847.450012,1118358700
2014-05-23,848.409973,849.130005,844.289978,847.690002,847.690002,737406700
2014-05-26,850.719971,850.750000,844.780029,845.719971,845.719971,525231200
2014-05-28,844.580017,849.919983,844.070007,848.669983,848.669983,804110800
2014-05-30,851.570007,851.950012,824.549988,824.549988,824.549988,1728771100
2014-06-02,826.390015,829.080017,821.609985,829.080017,829.080017,915699300
2014-06-03,831.150024,835.299988,824.150024,835.299988,835.299988,1005132600
2014-06-04,832.950012,836.099976,830.109985,832.090027,832.090027,800105600
2014-06-05,832.059998,833.200012,827.849976,832.690002,832.690002,699988600
2014-06-06,831.630005,836.989990,831.580017,833.650024,833.650024,839709400
2014-06-09,835.900024,836.690002,821.479980,823.580017,823.580017,1209591100
2014-06-10,825.820007,838.000000,825.820007,838.000000,838.000000,913066100
2014-06-11,837.119995,842.080017,835.640015,842.080017,842.080017,1095626300
2014-06-12,839.780029,840.320007,831.090027,834.530029,834.530029,1106403000
2014-06-13,832.690002,834.190002,830.650024,832.659973,832.659973,694361400
2014-06-16,831.979980,833.099976,822.679993,823.059998,823.059998,934737800
2014-06-17,824.169983,829.369995,821.489990,829.369995,829.369995,967648300
2014-06-18,828.599976,828.630005,823.510010,824.859985,824.859985,737225300
2014-06-19,826.969971,827.809998,819.440002,820.530029,820.530029,922179000
2014-06-20,823.320007,825.309998,818.200012,818.200012,818.200012,954942400
2014-06-23,820.869995,822.919983,817.489990,817.859985,817.859985,1180506900
2014-06-24,819.239990,822.130005,818.700012,819.960022,819.960022,1092356900
2014-06-25,819.349976,821.809998,815.340027,815.340027,815.340027,1149523800
2014-06-26,817.429993,822.840027,816.809998,822.840027,822.840027,1435114800
2014-06-27,820.700012,822.179993,813.989990,816.280029,816.280029,1444887600
2014-06-30,816.820007,824.270020,816.109985,822.669983,822.669983,1440422800
2014-07-01,822.429993,824.739990,820.049988,824.739990,824.739990,1114883300
2014-07-02,825.530029,831.140015,824.090027,831.140015,831.140015,864202100
2014-07-03,830.469971,830.650024,825.760010,825.799988,825.799988,1145881500
2014-07-04,824.679993,832.330017,824.679993,829.280029,829.280029,1460574000
2014-07-07,833.450012,849.090027,832.640015,849.090027,849.090027,2541036900
2014-07-08,854.179993,864.340027,854.049988,859.409973,859.409973,2646741500
2014-07-09,null,null,null,null,null,null
2014-07-10,881.630005,893.169983,870.659973,875.659973,875.659973,3674024200
2014-07-11,869.150024,870.479980,855.059998,861.219971,861.219971,1295761300
2014-07-14,863.510010,864.690002,854.140015,860.200012,860.200012,1165654400
2014-07-15,863.320007,870.460022,862.789978,870.460022,870.460022,1446427900
2014-07-16,871.890015,883.260010,871.890015,877.030029,877.030029,2103229400
2014-07-17,880.840027,882.859985,862.280029,869.940002,869.940002,1685208600
2014-07-18,864.090027,878.020020,862.770020,874.119995,874.119995,1151105800
2014-07-21,879.469971,882.950012,878.369995,881.320007,881.320007,1792076400
2014-07-22,885.200012,887.909973,859.039978,873.780029,873.780029,2222423300
2014-07-23,879.359985,883.150024,871.770020,873.340027,873.340027,1487120600
2014-07-24,877.729980,879.599976,868.549988,872.700012,872.700012,1082583300
2014-07-25,874.250000,875.190002,862.780029,868.299988,868.299988,1392812300
2014-08-04,865.150024,878.080017,860.109985,878.080017,878.080017,1534241300
2014-08-05,879.039978,879.469971,872.729980,875.469971,875.469971,1343408700
2014-08-06,868.630005,869.739990,863.090027,863.859985,863.859985,1115960700
2014-08-07,862.330017,866.450012,860.210022,864.989990,864.989990,1126924000
2014-08-08,865.250000,867.109985,861.559998,861.909973,861.909973,778731200
2014-08-11,871.179993,875.429993,869.270020,875.429993,875.429993,937083800
2014-08-12,879.409973,881.830017,877.750000,878.419983,878.419983,1196648800
2014-08-13,879.619995,886.320007,878.469971,886.320007,886.320007,885976000
2014-08-14,886.869995,887.500000,877.440002,882.559998,882.559998,1016166100
2014-08-15,882.570007,883.390015,879.150024,879.900024,879.900024,652380000
2014-08-18,881.260010,883.539978,879.599976,881.380005,881.380005,735451000
2014-08-19,885.090027,886.190002,880.289978,880.710022,880.710022,920292800
2014-08-20,881.320007,886.500000,881.140015,886.500000,886.500000,1092146700
2014-08-21,886.500000,890.080017,879.440002,889.659973,889.659973,1067523300
2014-08-22,892.090027,893.369995,884.460022,886.830017,886.830017,940290800
2014-08-25,885.719971,886.900024,882.000000,883.820007,883.820007,788585600
2014-08-26,885.400024,886.039978,875.469971,876.239990,876.239990,1167668800
2014-08-27,875.840027,881.489990,875.840027,880.700012,880.700012,996784500
2014-08-28,880.940002,885.750000,880.309998,883.190002,883.190002,1150872700
2014-08-29,880.880005,883.960022,869.200012,869.200012,869.200012,942697200
2014-09-01,874.979980,880.489990,874.450012,880.099976,880.099976,540441300
2014-09-02,880.530029,886.020020,880.530029,885.530029,885.530029,806602200
2014-09-03,886.669983,890.320007,886.669983,889.729980,889.729980,937571000
2014-09-04,890.020020,891.619995,883.820007,885.289978,885.289978,973490800
2014-09-05,884.039978,888.559998,882.469971,886.580017,886.580017,817517800
2014-09-08,892.570007,895.919983,891.479980,892.719971,892.719971,986226000
2014-09-09,893.369995,894.190002,882.599976,883.659973,883.659973,870956300
2014-09-10,881.940002,881.940002,871.359985,873.429993,873.429993,1068175300
2014-09-11,874.460022,879.710022,869.030029,869.030029,869.030029,863005600
2014-09-12,869.549988,874.239990,867.729980,870.119995,870.119995,828204300
2014-09-15,863.739990,871.460022,863.700012,870.330017,870.330017,748700200
2014-09-16,872.059998,873.049988,866.960022,867.340027,867.340027,684852900
2014-09-17,874.520020,881.099976,874.270020,878.659973,878.659973,1201645000
2014-09-18,880.719971,887.520020,880.130005,886.760010,886.760010,922558900
2014-09-19,888.840027,895.989990,887.030029,890.650024,890.650024,1248420200
2014-09-22,888.580017,891.700012,887.030029,891.010010,891.010010,592258200
2014-09-23,886.539978,887.080017,883.590027,883.669983,883.669983,688232400
2014-09-24,884.169983,887.020020,878.710022,878.710022,878.710022,531336200
2014-09-25,885.609985,887.130005,879.510010,884.409973,884.409973,845886400
2014-09-26,869.789978,871.289978,864.840027,870.520020,870.520020,1168699400
2014-09-29,868.080017,874.849976,859.950012,874.849976,874.849976,841415300
2014-09-30,868.289978,876.250000,865.909973,873.080017,873.080017,947869100
2014-10-01,875.830017,877.719971,869.690002,870.809998,870.809998,1098650000
2014-10-02,862.340027,863.059998,842.080017,842.859985,842.859985,1270412500
2014-10-03,845.080017,848.099976,830.059998,833.919983,833.919983,1094387600
2014-10-06,840.400024,847.150024,833.239990,845.500000,845.500000,704485300
2014-10-07,849.770020,856.549988,845.169983,852.400024,852.400024,1001841200
2014-10-08,842.280029,847.239990,837.369995,837.369995,837.369995,843876400
2014-10-09,846.059998,849.020020,844.169983,844.400024,844.400024,910413900
2014-10-10,832.969971,841.080017,830.780029,838.679993,838.679993,867692200
